"Name","Stack","Comment","Type","Class","File"
"SetPenColor:","colorref -- previous-colorref","","METHOD","gdiDC","gdiDC.htm#5"
"GetPenColor:","-- colorref","","METHOD","gdiDC","gdiDC.htm#6"
"SetBrushColor:","colorref -- previous-colorref","","METHOD","gdiDC","gdiDC.htm#7"
"GetBrushColor:","-- colorref","","METHOD","gdiDC","gdiDC.htm#8"
"Save:","-- SavedState","","METHOD","gdiDC","gdiDC.htm#9"
"Restore:","SavedState --","","METHOD","gdiDC","gdiDC.htm#10"
"Cancel:","--","","METHOD","gdiDC","gdiDC.htm#11"
"GetDeviceCaps:","Index -- n","","METHOD","gdiDC","gdiDC.htm#12"
"SetBackgroundMode:","fMode -- fPreviousMode","","METHOD","gdiDC","gdiDC.htm#13"
"GetBackgroundMode:","-- fMode","","METHOD","gdiDC","gdiDC.htm#14"
"SetBackgroundColor:","colorref -- PreviousColorref","","METHOD","gdiDC","gdiDC.htm#15"
"GetBackgroundColor:","-- colorref","","METHOD","gdiDC","gdiDC.htm#16"
"SetROP:","nDrawMode -- nPreviousDrawMode","","METHOD","gdiDC","gdiDC.htm#17"
"GetROP:","-- nDrawMode","","METHOD","gdiDC","gdiDC.htm#18"
"SetArcDirection:","Direction -- OldDirection","","METHOD","gdiDC","gdiDC.htm#19"
"GetArcDirection:","-- Direction","","METHOD","gdiDC","gdiDC.htm#20"
"DPtoLP:","lpPoints nCount --","","METHOD","gdiDC","gdiDC.htm#21"
"LPtoDP:","lpPoints nCount --","","METHOD","gdiDC","gdiDC.htm#22"
"SetGraphicsMode:","Mode -- PreviousMode","","METHOD","gdiDC","gdiDC.htm#23"
"GetGraphicsMode:","-- mode","","METHOD","gdiDC","gdiDC.htm#24"
"SetMapMode:","MapMode -- PerviousMapMode","","METHOD","gdiDC","gdiDC.htm#25"
"GetMapMode:","-- MapMode","","METHOD","gdiDC","gdiDC.htm#26"
"SetWindowOrg:","x y -- x1 y1","","METHOD","gdiDC","gdiDC.htm#27"
"GetWindowOrg:","-- x y","","METHOD","gdiDC","gdiDC.htm#28"
"SetViewportOrg:","x y - x1 y1","","METHOD","gdiDC","gdiDC.htm#29"
"GetViewportOrg:","-- x y","","METHOD","gdiDC","gdiDC.htm#30"
"OffsetViewportOrg:","xOffest yOffset - xOffset1 yOffset1","","METHOD","gdiDC","gdiDC.htm#31"
"OffsetWindowOrg:","xOffest yOffset - xOffset1 yOffset1","","METHOD","gdiDC","gdiDC.htm#32"
"ScaleViewportExt:","Xnum Xdenom Ynum Ydenom -- x y","","METHOD","gdiDC","gdiDC.htm#33"
"ScaleWindowExtEx:","Xnum Xdenom Ynum Ydenom -- x y","","METHOD","gdiDC","gdiDC.htm#34"
"SetViewportExt:","XExtent yExtent -- XExtent1 yExtent1","","METHOD","gdiDC","gdiDC.htm#35"
"GetViewportExt:","-- x y","","METHOD","gdiDC","gdiDC.htm#36"
"SetWindowExt:","XExtent YExtent -- XExtent1 YExtent1","","METHOD","gdiDC","gdiDC.htm#37"
"InvertRect:","left top right bottom  --","","METHOD","gdiDC","gdiDC.htm#38"
"Chord:","nLeftRect nTopRect nRightRect nBottomRect nXRadial1 nXRadial1 nYRadial1 nXRadial2 nYRadial2 --","","METHOD","gdiDC","gdiDC.htm#39"
"Ellipse:","nLeftRect nTopRect nRightRect nBottomRect --","","METHOD","gdiDC","gdiDC.htm#40"
"Pie:","nLeftRect nTopRect nRightRect nBottomRect nXRadial1 nYRadial1 nXRadial2 nYRadial2 --","","METHOD","gdiDC","gdiDC.htm#41"
"Rectangle:","nLeftRect nTopRect nRightRect nBottomRect --","","METHOD","gdiDC","gdiDC.htm#42"
"RoundRect:","nLeftRect nTopRect nRightRect nBottomRect nWidth nHeight --","","METHOD","gdiDC","gdiDC.htm#43"
"SetPolyFillMode:","iPolyFillMode --","","METHOD","gdiDC","gdiDC.htm#44"
"GetPolyFillMode:","-- iPolyFillMode","","METHOD","gdiDC","gdiDC.htm#45"
"Polygon:","lpPoints nCount --","","METHOD","gdiDC","gdiDC.htm#46"
"PolyPolygon:","lpPoints lpPolyCounts nCount --","","METHOD","gdiDC","gdiDC.htm#47"
"FillRect:","left top right bottom hBrush --","","METHOD","gdiDC","gdiDC.htm#48"
"FrameRect:","left top right bottom hBrush --","","METHOD","gdiDC","gdiDC.htm#49"
"SetTextAlign:","fMode -- fPreviousMode","","METHOD","gdiDC","gdiDC.htm#50"
"GetTextAlign:","-- fMode","","METHOD","gdiDC","gdiDC.htm#51"
"SetTextColor:","colorref -- PreviousColorref","","METHOD","gdiDC","gdiDC.htm#52"
"GetTextColor:","-- colorref","","METHOD","gdiDC","gdiDC.htm#53"
"SetTextCharacterExtra:","CharExtra -- OldCharExtra","","METHOD","gdiDC","gdiDC.htm#54"
"GetTextCharacterExtra:","-- CharExtra","","METHOD","gdiDC","gdiDC.htm#55"
"GetTextExtent:","addr len -- width height","","METHOD","gdiDC","gdiDC.htm#56"
"GetTextMetrics:","-- addr len","","METHOD","gdiDC","gdiDC.htm#57"
"TextOut:","x y addr len --","","METHOD","gdiDC","gdiDC.htm#58"
"DrawText:","addr len rect format --","","METHOD","gdiDC","gdiDC.htm#59"
"SetTabs:","a1 n1 --","","METHOD","gdiDC","gdiDC.htm#60"
"SetTabSize:","n1 -- n2","","METHOD","gdiDC","gdiDC.htm#61"
"GetTabSize:","-- n1","","METHOD","gdiDC","gdiDC.htm#62"
"TabbedTextOut:","x y addr len -- width height","","METHOD","gdiDC","gdiDC.htm#63"
"Arc:","nLeftRect nTopRect nRightRect nBottomRect nXStartArc nYStartArc nXEndArc nYEndArc --","","METHOD","gdiDC","gdiDC.htm#64"
"ArcTo:","nLeftRect nTopRect nRightRect nBottomRect nXRadial1 nYRadial1 nXRadial2 nYRadial2 --","","METHOD","gdiDC","gdiDC.htm#65"
"LineTo:","nXEnd nYEnd --","","METHOD","gdiDC","gdiDC.htm#66"
"MoveTo:","x y -- x1 x2","","METHOD","gdiDC","gdiDC.htm#67"
"GetCurrentPosition:","-- x y","","METHOD","gdiDC","gdiDC.htm#68"
"PolyBezier:","pPoints cPoints --","","METHOD","gdiDC","gdiDC.htm#69"
"PolyBezierTo:","pPoints cPoints --","","METHOD","gdiDC","gdiDC.htm#70"
"Polyline:","pPoints cPoints --","","METHOD","gdiDC","gdiDC.htm#71"
"PolylineTo:","pPoints cPoints --","","METHOD","gdiDC","gdiDC.htm#72"
"CreateCompatibleDC:","-- hDC","","METHOD","gdiDC","gdiDC.htm#73"
"CreateCompatibleBitmap:","width height -- hBitmap","","METHOD","gdiDC","gdiDC.htm#74"
"BitBlt:","nXDest nYDest nWidth nHeight hdcSrc nXSrc nYSrc dwRop --","","METHOD","gdiDC","gdiDC.htm#75"
"SetDIBColorTable:","uStartIndex cEntries pColors --","","METHOD","gdiDC","gdiDC.htm#76"
"GetDIBColorTable:","uStartIndex cEntries pColors --","","METHOD","gdiDC","gdiDC.htm#77"
"ExtFloodFill:","nXStart nYStart crColor fuFillType --","","METHOD","gdiDC","gdiDC.htm#78"
"BeginPath:","--","","METHOD","gdiDC","gdiDC.htm#79"
"EndPath:","--","","METHOD","gdiDC","gdiDC.htm#80"
"AbortPath:","--","","METHOD","gdiDC","gdiDC.htm#81"
"CloseFigure:","--","","METHOD","gdiDC","gdiDC.htm#82"
"FillPath:","--","","METHOD","gdiDC","gdiDC.htm#83"
"FlattenPath:","--","","METHOD","gdiDC","gdiDC.htm#84"
"GetPath:","lpPoints lpTypes nSize -- n","","METHOD","gdiDC","gdiDC.htm#85"
"PathToRegion:","--","","METHOD","gdiDC","gdiDC.htm#86"
"StrokePath:","--","","METHOD","gdiDC","gdiDC.htm#87"
"StrokeAndFillPath:","--","","METHOD","gdiDC","gdiDC.htm#88"
"WidenPath:","--","","METHOD","gdiDC","gdiDC.htm#89"
"gdiWindowDC","","","CLASS","","gdiWindowDc.htm#0"
"Release:","--","","METHOD","gdiWindowDC","gdiWindowDc.htm#1"
"GetDC:","hWnd -- f","","METHOD","gdiWindowDC","gdiWindowDc.htm#2"
"GetDCEx:","hrgnClip flags hWnd -- f","","METHOD","gdiWindowDC","gdiWindowDc.htm#3"
"GetWindowDC:","hWnd -- f","","METHOD","gdiWindowDC","gdiWindowDc.htm#4"
"GetDCOrg:","-- x y","","METHOD","gdiWindowDC","gdiWindowDc.htm#5"
"gdiMetafileDC","","","CLASS","","gdiMetafileDC.htm#0"
"SetRect:","left top right bottom --","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#1"
"CalcMetaRect:","left top right bottom hDC \ iWidthMM iHeightMM iWidthPels iHeightPels --","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#2"
"StartRecording:","hRefDC -- f","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#3"
"StopRecording:","-- f","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#4"
"Load:","addr len -- f","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#5"
"Save:","addr len -- f","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#6"
"Destroy:","--","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#7"
"Draw:","left top right bottom hDestDC --","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#8"
"GetMetafile:","-- MetafileObject","","METHOD","gdiMetafileDC","gdiMetafileDC.htm#9"
"File","","","CLASS","","File.htm#0"
"Close:","--","","METHOD","File","File.htm#1"
"Open:","-- f","","METHOD","File","File.htm#2"
"Read:","addr cnt -- f","","METHOD","File","File.htm#3"
"Write:","addr cnt -- f","","METHOD","File","File.htm#4"
"Create:","-- f","","METHOD","File","File.htm#5"
"Delete:","--","","METHOD","File","File.htm#6"
"Rename:","addr cnt --","","METHOD","File","File.htm#7"
"GetPosition:","-- ud","","METHOD","File","File.htm#8"
"RePosition:","ud --","","METHOD","File","File.htm#9"
"FileSize:","-- ud","","METHOD","File","File.htm#10"
"Append:","--","","METHOD","File","File.htm#11"
"Flush:","--","","METHOD","File","File.htm#12"
"ReadLine:","addr len -- len eof","","METHOD","File","File.htm#13"
"WriteLine:","addr len --","","METHOD","File","File.htm#14"
"Resize:","ud --","","METHOD","File","File.htm#15"
"Exist?:","-- f","","METHOD","File","File.htm#16"
"SetName:","addr cnt --","","METHOD","File","File.htm#17"
"GetName:","-- addr","","METHOD","File","File.htm#18"
"ClearName:","--","","METHOD","File","File.htm#19"
"SetMode:","mode --","","METHOD","File","File.htm#20"
"ErrorCode:","-- n","","METHOD","File","File.htm#21"
"ReadFile","","","CLASS","","File.htm#23"
"ReleaseBuffer:","--","","METHOD","ReadFile","File.htm#24"
"GetBuffer:","-- addr len","","METHOD","ReadFile","File.htm#25"
"GetLength:","-- len","","METHOD","ReadFile","File.htm#26"
"SetLength:","len --","","METHOD","ReadFile","File.htm#27"
"SetBuffer:","addr len --","","METHOD","ReadFile","File.htm#28"
"AllocBuffer:","len --","","METHOD","ReadFile","File.htm#29"
"LoadFile:","addr len -- f","","METHOD","ReadFile","File.htm#30"
"SaveFile:","--","","METHOD","ReadFile","File.htm#31"
"SQLiteDB","","","CLASS","","SQLite.htm#0"
"ERR:","--","thows an error on any problem","METHOD","SQLiteDB","SQLite.htm#1"
"Open:","str len --","","METHOD","SQLiteDB","SQLite.htm#2"
"Close:","-- flag","","METHOD","SQLiteDB","SQLite.htm#3"
"Version:","-- str len","","METHOD","SQLiteDB","SQLite.htm#4"
"Execute:","str len --","","METHOD","SQLiteDB","SQLite.htm#5"
"Requery:","--","","METHOD","SQLiteDB","SQLite.htm#6"
"FieldCnt:","-- n","","METHOD","SQLiteDB","SQLite.htm#7"
"FieldType:","field -- DataTypeEnum","","METHOD","SQLiteDB","SQLite.htm#8"
"FieldName:","field -- str len","","METHOD","SQLiteDB","SQLite.htm#9"
"GetInt:","field -- int","","METHOD","SQLiteDB","SQLite.htm#10"
"GetDouble:","field -- d","","METHOD","SQLiteDB","SQLite.htm#11"
"GetFloat:","field -- float","","METHOD","SQLiteDB","SQLite.htm#12"
"GetStr:","field -- str len","","METHOD","SQLiteDB","SQLite.htm#13"
"GetBLOB:","field -- addr len","","METHOD","SQLiteDB","SQLite.htm#14"
"isNull?:","field -- flag","","METHOD","SQLiteDB","SQLite.htm#15"
"NextRow:","-- flag","","METHOD","SQLiteDB","SQLite.htm#16"
"BindInt:","n i --","","METHOD","SQLiteDB","SQLite.htm#17"
"BindDouble:","d i --","","METHOD","SQLiteDB","SQLite.htm#18"
"BindFloat:","f i --","","METHOD","SQLiteDB","SQLite.htm#19"
"BindStr:","str len i --","","METHOD","SQLiteDB","SQLite.htm#20"
"BindBlob:","str len i --","","METHOD","SQLiteDB","SQLite.htm#21"
"ext-windc","","","CLASS","","ExtDC.htm#0"
"ClassInit:","--","","METHOD","ext-windc","ExtDC.htm#1"
"Destroy:","--","","METHOD","ext-windc","ExtDC.htm#2"
"SetHandle:","hObject --","","METHOD","ext-windc","ExtDC.htm#3"
"PutHandle:","hObject --","","METHOD","ext-windc","ExtDC.htm#4"
"~:","--","","METHOD","ext-windc","ExtDC.htm#5"
"bitmap-dc","","","CLASS","","BitmapDC.htm#0"
"ClassInit:","--","","METHOD","bitmap-dc","BitmapDC.htm#1"
"Valid?:","-- f","","METHOD","bitmap-dc","BitmapDC.htm#2"
"Fill:","color_object \ --","","METHOD","bitmap-dc","BitmapDC.htm#3"
"FillArea:","color_object --","","METHOD","bitmap-dc","BitmapDC.htm#4"
"Destroy:","--","","METHOD","bitmap-dc","BitmapDC.htm#5"
"Init:","width height RefDC \ --","","METHOD","bitmap-dc","BitmapDC.htm#6"
"Paint:","ps_left ps_top ps_right ps_bottom DestDC --","","METHOD","bitmap-dc","BitmapDC.htm#7"
"~:","--","","METHOD","bitmap-dc","BitmapDC.htm#8"
"CreateTimer:","-","","METHOD","","WaitableTimerClass.htm#0"
"StartTimer:","F: fseconds -","","METHOD","","WaitableTimerClass.htm#1"
"CancelWaitableTimer:","-","","METHOD","","WaitableTimerClass.htm#2"
"ClassInit:","--","","METHOD","","WaitableTimerClass.htm#3"
"GetHandle:","- hEvent","","METHOD","","EventClass.htm#0"
"SetHandle:","hEvent -","","METHOD","","EventClass.htm#1"
"ClassInit:","--","","METHOD","","EventClass.htm#2"
"Close:","--","","METHOD","","EventClass.htm#3"
"ClassInit:","--","","METHOD","","EventClass.htm#4"
"ADOConnection","","","CLASS","","ADO.htm#0"
"Start:","--","","METHOD","ADOConnection","ADO.htm#1"
"Connect:","--","","METHOD","ADOConnection","ADO.htm#2"
"Close:","-- flag","","METHOD","ADOConnection","ADO.htm#3"
"GetErrorCnt:","-- cnt","","METHOD","ADOConnection","ADO.htm#4"
"GetError:","cnt -- n","","METHOD","ADOConnection","ADO.htm#5"
"Error>str:","n -- str len","","METHOD","ADOConnection","ADO.htm#6"
"ClearErrors:","--","","METHOD","ADOConnection","ADO.htm#7"
"ERR:","n --","thows an error on any problem","METHOD","ADOConnection","ADO.htm#8"
"Transaction:","--","","METHOD","ADOConnection","ADO.htm#9"
"Commit:","--","","METHOD","ADOConnection","ADO.htm#10"
"RollBack:","--","","METHOD","ADOConnection","ADO.htm#11"
"GetTimeOut:","-- n","","METHOD","ADOConnection","ADO.htm#12"
"SetTimeOut:","n --","","METHOD","ADOConnection","ADO.htm#13"
"GetConnString:","-- str len","","METHOD","ADOConnection","ADO.htm#14"
"SetConnString:","str len --","","METHOD","ADOConnection","ADO.htm#15"
"GetProvider:","-- str len","","METHOD","ADOConnection","ADO.htm#16"
"SetProvider:","str len --","","METHOD","ADOConnection","ADO.htm#17"
"GetMode:","-- n","","METHOD","ADOConnection","ADO.htm#18"
"SetMode:","n --","","METHOD","ADOConnection","ADO.htm#19"
"GetState:","-- n","","METHOD","ADOConnection","ADO.htm#20"
"ADOCursor","","","CLASS","","ADO.htm#21"
"Start:","--","","METHOD","ADOCursor","ADO.htm#22"
"SetConnection:","ADOConnection --","","METHOD","ADOCursor","ADO.htm#23"
"GetCacheSize:","-- n","","METHOD","ADOCursor","ADO.htm#24"
"SetCacheSize:","n --","","METHOD","ADOCursor","ADO.htm#25"
"GetCursorType:","-- ctype","","METHOD","ADOCursor","ADO.htm#26"
"SetCursorType:","ctype --","","METHOD","ADOCursor","ADO.htm#27"
"GetLockType:","-- n","","METHOD","ADOCursor","ADO.htm#28"
"SetLockType:","n --","","METHOD","ADOCursor","ADO.htm#29"
"GetMaxRows:","-- n","","METHOD","ADOCursor","ADO.htm#30"
"SetMaxRows:","n --","","METHOD","ADOCursor","ADO.htm#31"
"Close:","--","","METHOD","ADOCursor","ADO.htm#32"
"GetState:","-- n","","METHOD","ADOCursor","ADO.htm#33"
"Executing?:","-- flag","","METHOD","ADOCursor","ADO.htm#34"
"Fetching?:","-- flag","","METHOD","ADOCursor","ADO.htm#35"
"Execute:","str len --","","METHOD","ADOCursor","ADO.htm#36"
"AsyncExecute:","str len --","","METHOD","ADOCursor","ADO.htm#37"
"Requery:","n --","","METHOD","ADOCursor","ADO.htm#38"
"RecordCount:","-- n","","METHOD","ADOCursor","ADO.htm#39"
"Move:","n --","","METHOD","ADOCursor","ADO.htm#40"
"MoveFirst:","--","","METHOD","ADOCursor","ADO.htm#41"
"MoveNext:","--","","METHOD","ADOCursor","ADO.htm#42"
"MovePrevious:","--","","METHOD","ADOCursor","ADO.htm#43"
"MoveLast:","--","","METHOD","ADOCursor","ADO.htm#44"
"EOF:","-- flag","","METHOD","ADOCursor","ADO.htm#45"
"BOF:","-- flag","","METHOD","ADOCursor","ADO.htm#46"
"FieldCnt:","-- n","","METHOD","ADOCursor","ADO.htm#47"
"FieldType:","field -- DataTypeEnum","","METHOD","ADOCursor","ADO.htm#48"
"FieldName:","field -- str len","","METHOD","ADOCursor","ADO.htm#49"
"FieldSize:","field -- n","","METHOD","ADOCursor","ADO.htm#50"
"GetInt:","field -- int","","METHOD","ADOCursor","ADO.htm#51"
"GetDouble:","field -- d","","METHOD","ADOCursor","ADO.htm#52"
"GetFloat:","field -- float","","METHOD","ADOCursor","ADO.htm#53"
"GetStr:","field -- str len","","METHOD","ADOCursor","ADO.htm#54"
"GetTimeStamp:","field -- float","","METHOD","ADOCursor","ADO.htm#55"
"GetDateTime:","field -- sec min hour day month year","","METHOD","ADOCursor","ADO.htm#56"
"isNull?:","field -- flag","","METHOD","ADOCursor","ADO.htm#57"
"SetInt:","int field --","","METHOD","ADOCursor","ADO.htm#58"
"SetDouble:","d field --","","METHOD","ADOCursor","ADO.htm#59"
"SetFloat:","float field --","","METHOD","ADOCursor","ADO.htm#60"
"SetNull:","field --","","METHOD","ADOCursor","ADO.htm#61"
"SetStr:","str len field --","","METHOD","ADOCursor","ADO.htm#62"
"SetTimeStamp:","float field --","","METHOD","ADOCursor","ADO.htm#63"
"SetDateTime:","sec min hour day month year field --","","METHOD","ADOCursor","ADO.htm#64"
"AddRow:","--","","METHOD","ADOCursor","ADO.htm#65"
"DeleteRow:","--","","METHOD","ADOCursor","ADO.htm#66"
"Update:","--","","METHOD","ADOCursor","ADO.htm#67"
"SaveNative:","str len --","","METHOD","ADOCursor","ADO.htm#68"
"SaveXML:","str len --","","METHOD","ADOCursor","ADO.htm#69"
"SaveADTG:","str len --","","METHOD","ADOCursor","ADO.htm#70"
"SaveCSV:","str len --","","METHOD","ADOCursor","ADO.htm#71"
"LoadFile:","str len --","","METHOD","ADOCursor","ADO.htm#72"
"Dump-Accelerator-Key-Table","a --","W32F sys","COLON","ADOCursor","p-AcceleratorTables.htm#0"
"AcceleratorTable","<name> --","","COLON","ADOCursor","p-AcceleratorTables.htm#1"
"Table","a --","W32F sys","COLON","ADOCursor","p-AcceleratorTables.htm#2"
"AccelEntry","flags key-code command-id --","W32F sys","COLON","ADOCursor","p-AcceleratorTables.htm#3"
"HandlesThem","Window --","W32F","COLON","ADOCursor","p-AcceleratorTables.htm#4"
"DisableAccelerators","a --","W32F","COLON","ADOCursor","p-AcceleratorTables.htm#5"
"EnableAccelerators","a --","W32F","COLON","ADOCursor","p-AcceleratorTables.htm#6"
"task>parm@","task-block -- parm","W32F    Task","COLON","ADOCursor","p-task.htm#4"
"exit-task","n --","W32F    Task","COLON","ADOCursor","p-task.htm#5"
"create-task","task-block -- flag","W32F    Task","COLON","ADOCursor","p-task.htm#6"
"run-task","task-block -- flag","W32F    Task","COLON","ADOCursor","p-task.htm#7"
"suspend-task","task-block -- flag","W32F    Task","COLON","ADOCursor","p-task.htm#8"
"resume-task","task-block -- flag","W32F    Task","COLON","ADOCursor","p-task.htm#9"
"stop-task","task-block --","W32F    Task","COLON","ADOCursor","p-task.htm#10"
"(task-block)","parm cfa-task addr -- len","W32F    Task","COLON","ADOCursor","p-task.htm#11"
"task-block","parm cfa-task -- addr","W32F    Task","COLON","ADOCursor","p-task.htm#12"
"task-stop?","task-block -- flag","W32F    Task","COLON","ADOCursor","p-task.htm#13"
"lock","lock --","W32F     Lock","COLON","ADOCursor","p-task.htm#14"
"unlock","lock --","W32F     Lock","COLON","ADOCursor","p-task.htm#15"
"trylock","lock -- fl","W32F    Lock","COLON","ADOCursor","p-task.htm#16"
"(make-lock)","-- lock","W32F    Lock","COLON","ADOCursor","p-task.htm#17"
"make-lock","compiling: ""name""  --  runtime: -- lock","W32F    Lock","COLON","ADOCursor","p-task.htm#18"
"(PRIVATE)","xt-of-voc --","W32F         Module System","COLON","ADOCursor","p-module.htm#0"
"PRIVATE","-<voc>-","W32F         Module System","COLON","ADOCursor","p-module.htm#1"
"INTERNAL","--","W32F         Module System","COLON","ADOCursor","p-module.htm#2"
"EXTERNAL","--","W32F         Module System","COLON","ADOCursor","p-module.htm#3"
"MODULE","--","W32F         Module System","COLON","ADOCursor","p-module.htm#4"
"cmethods","'class' --","W32F      Class debug","COLON","ADOCursor","p-classdbg.htm#0"
"methods","object-address --","W32F      Class debug","COLON","ADOCursor","p-classdbg.htm#1"
"ivars","object-address --","W32F      Class debug","COLON","ADOCursor","p-classdbg.htm#2"
"matches","-""name""-","W32F      Class debug","COLON","ADOCursor","p-classdbg.htm#3"
"objects","'class' --","W32F       Class debug","COLON","ADOCursor","p-classdbg.htm#4"
"msee","-<method object>-","W32F      Class debug","COLON","ADOCursor","p-classdbg.htm#5"
"mdebug","-<method object>-","W32F      Class debug","COLON","ADOCursor","p-classdbg.htm#6"
"mdbg","-<method object>-","W32F       Class debug","COLON","ADOCursor","p-classdbg.htm#7"
">fregs","addr --","W32F         Floating extra","CODE","ADOCursor","p-float.htm#0"
">fregs>","addr --","W32F        Floating extra","CODE","ADOCursor","p-float.htm#1"
"fpcw>","-- n","W32F        Floating extra","CODE","ADOCursor","p-float.htm#2"
">fpcw","n --","W32F        Floating extra","CODE","ADOCursor","p-float.htm#3"
"fpsw>","-- n","W32F        Floating extra","CODE","ADOCursor","p-float.htm#4"
"B/FLOAT","-- n","W32F         Floating extra","CONSTANT","ADOCursor","p-float.htm#5"
"cells/float","","","VALUE","ADOCursor","p-float.htm#6"
"FLOATSP","-- addr","W32F             Floating extra","NEWUSER","ADOCursor","p-float.htm#7"
"finit","--","W32F    Floating extra","CODE","ADOCursor","p-float.htm#8"
"F@","addr -- ; fs: -- r","ANSI      Floating","CODE","ADOCursor","p-float.htm#9"
"SF@","addr -- ; fs: -- r","ANSI       Floating ext","CODE","ADOCursor","p-float.htm#10"
"DF@","addr -- ; fs: -- r","ANSI       Floating ext","CODE","ADOCursor","p-float.htm#11"
"F!","addr -- ; fs: r --","ANSI        Floating","CODE","ADOCursor","p-float.htm#12"
"SF!","addr -- ; fs: r --","ANSI        Floating ext","CODE","ADOCursor","p-float.htm#13"
"DF!","addr -- ; fs: r --","ANSI        Floating ext","CODE","ADOCursor","p-float.htm#14"
"F+!","addr -- ; fs: r --","W32F       Floating extra","CODE","ADOCursor","p-float.htm#15"
"F,","fs: r --","W32F        Floating extra","COLON","ADOCursor","p-float.htm#16"
"FVARIABLE","compiling ""name""  -- ; run-time -- addr","ANSI        Floating","COLON","ADOCursor","p-float.htm#17"
"FVALUE","compiling ""name"" -- ; fs: r -- ; run-time FS: -- r","W32F    Floating ext","COLON","ADOCursor","p-float.htm#18"
"fto","","W32F               Floating extra","SYNONYM","ADOCursor","p-float.htm#19"
"+fto","","W32F               Floating extra","SYNONYM","ADOCursor","p-float.htm#20"
"FCONSTANT","""name"" -- ; fs: r --","ANSI               Floating","COLON","ADOCursor","p-float.htm#21"
"FLITERAL","Compilation fs: r -- ; Runtime fs: -- r","ANSI         Floating","COLON","ADOCursor","p-float.htm#22"
"DFIELD:","n1 ""name"" -- n2","","COLON","ADOCursor","p-float.htm#23"
"FFIELD:","n1 ""name"" -- n2","","COLON","ADOCursor","p-float.htm#24"
"SFIELD:","n1 ""name"" -- n2","","COLON","ADOCursor","p-float.htm#25"
"FDROP","fs: r --","ANSI           Floating","CODE","ADOCursor","p-float.htm#26"
"FDUP","fs: r -- r r","ANSI           Floating","CODE","ADOCursor","p-float.htm#27"
"FSWAP","fs: r1 r2 -- r2 r1","ANSI          Floating","CODE","ADOCursor","p-float.htm#28"
"FOVER","fs: r1 r2 -- r1 r2 r1","ANSI           Floating","CODE","ADOCursor","p-float.htm#29"
"FROT","fs: r1 r2 r3 -- r2 r3 r1","ANSI          Floating","CODE","ADOCursor","p-float.htm#30"
"FPICK","n -- ; fs: -- r","W32F         Floating extra","CODE","ADOCursor","p-float.htm#31"
"FNIP","fs: r1 r2 -- r2","W32F          Floating extra","COLON","ADOCursor","p-float.htm#32"
"F2DROP","fs: r1 r2 --","W32F          Floating extra","CODE","ADOCursor","p-float.htm#33"
"F2DUP","fs: r1 r2 -- r1 r2 r1 r2","W32F          Floating extra","COLON","ADOCursor","p-float.htm#34"
"F2SWAP","fs: r1 r2 r3 r4 -- r3 r4 r1 r2","W32F     Floating extra","COLON","ADOCursor","p-float.htm#35"
"F2NIP","fs: r1 r2 r3 r4 -- r3 r4","W32F          Floating extra","COLON","ADOCursor","p-float.htm#36"
"fpi","fs: -- r","W32F           Floating extra","CODE","ADOCursor","p-float.htm#37"
"f0.0","fs: -- r","W32F          Floating extra","CODE","ADOCursor","p-float.htm#38"
"f1.0","fs: -- r","W32F          Floating extra","CODE","ADOCursor","p-float.htm#39"
"fL2t","fs: -- r","W32F          Floating extra","CODE","ADOCursor","p-float.htm#40"
"fL2e","fs: -- r","W32F          Floating extra","CODE","ADOCursor","p-float.htm#41"
"fLog2","fs: -- r","W32F          Floating extra","CODE","ADOCursor","p-float.htm#42"
"fLn2","fs: -- r","W32F          Floating extra","CODE","ADOCursor","p-float.htm#43"
"finf","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#44"
"f2.0","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#45"
"f10.0","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#46"
"f0.5","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#47"
"fbig","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#48"
"feps","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#49"
"fsmall","fs: -- r","W32F             Floating extra","FCONSTANT","ADOCursor","p-float.htm#50"
"a2**63","-- addr","W32F             Floating extra","FVARIABLE","ADOCursor","p-float.htm#51"
"sq2m1","-- addr","W32F             Floating extra","FVARIABLE","ADOCursor","p-float.htm#52"
"sq2/2m1","-- addr","W32F             Floating extra","FVARIABLE","ADOCursor","p-float.htm#53"
"FLOOR","fs: r1 --  r2","ANSI         Floating","CODE","ADOCursor","p-float.htm#54"
"FCEIL","fs: r1 -- r2","W32F         Floating extra","CODE","ADOCursor","p-float.htm#55"
"FTRUNC","fs: r1 -- r2","W32F         Floating extra","CODE","ADOCursor","p-float.htm#56"
